customer_id,signup_date,last_active_date,tenure_days,segment,plan_type,region,device,acquisition_channel,sessions_last_30d,avg_session_duration,feature_usage_score,engagement_score,revenue,lifetime_value,churn,churn_date,churn_reason
C0190,2024-05-31,2025-02-03,248,SMB,Premium,APAC,Mobile,Paid,41,4.09,5,19.2,345.7,866.08,1,2025-02-24,Service Issues
C0191,2024-11-10,2025-04-16,157,Individual,Standard,US,Desktop,Paid,48,6.05,36,30.1,293.87,729.86,1,2025-04-30,Low Engagement
C0192,2024-06-08,2025-01-30,236,Individual,Basic,APAC,Desktop,Organic,28,1.66,84,22.4,473.9,873.67,1,2025-02-28,Service Issues
C0193,2024-04-05,2024-12-14,253,Individual,Premium,EU,Mobile,Referral,49,7.88,3,30.0,232.61,478.58,0,,None
C0194,2024-08-20,2025-08-01,346,Individual,Basic,APAC,Desktop,Organic,19,3.56,97,27.2,307.66,559.24,0,,None
C0195,2024-06-28,2025-01-24,210,Individual,Standard,APAC,Desktop,Organic,15,8.99,91,39.1,248.64,470.26,0,,None
C0196,2024-04-22,2024-10-02,163,Enterprise,Standard,US,Mobile,Referral,16,4.31,37,19.5,467.77,1611.91,1,2024-10-04,Service Issues
C0197,2024-11-13,2025-02-03,82,Enterprise,Standard,EU,Desktop,Paid,15,2.29,40,14.7,56.52,102.09,1,2025-02-04,Price
C0198,2024-02-21,2024-09-18,210,SMB,Basic,US,Desktop,Organic,18,7.26,91,35.4,260.54,531.12,1,2024-09-22,Better Alternative
C0199,2024-09-24,2025-07-26,305,SMB,Standard,EU,Desktop,Referral,7,2.48,80,19.6,349.74,937.72,1,2025-07-31,Price
C0200,2024-10-21,2024-11-16,26,Individual,Premium,US,Desktop,Paid,37,7.78,13,28.8,400.12,1088.47,1,2024-11-21,Price
C0201,2024-04-22,2024-09-07,138,Individual,Basic,APAC,Desktop,Referral,37,9.71,70,42.2,299.85,542.11,1,2024-10-05,Service Issues
C0202,2024-04-10,2024-11-22,226,SMB,Premium,US,Desktop,Organic,28,8.02,85,38.4,456.28,1408.73,0,,None
C0203,2024-04-22,2024-07-01,70,SMB,Basic,EU,Mobile,Paid,40,1.2,50,18.5,472.16,1449.72,1,2024-07-25,Better Alternative
C0204,2024-03-21,2024-07-12,113,Individual,Basic,EU,Desktop,Paid,35,6.4,64,32.6,50.87,100.45,1,2024-07-24,Service Issues
C0205,2024-07-05,2024-08-25,51,SMB,Basic,APAC,Desktop,Referral,25,7.26,92,36.9,213.14,442.76,0,,None
C0206,2024-04-22,2024-05-26,34,SMB,Basic,EU,Mobile,Paid,30,8.43,51,34.7,31.26,105.53,1,2024-05-27,Better Alternative
C0207,2024-01-02,2024-02-19,48,SMB,Premium,US,Mobile,Organic,43,1.5,94,26.4,178.12,561.32,0,,None
C0208,2024-05-09,2025-03-05,300,SMB,Basic,APAC,Desktop,Organic,11,5.32,29,19.8,277.7,804.11,1,2025-03-22,Better Alternative
C0209,2024-08-07,2024-12-25,140,SMB,Basic,EU,Mobile,Organic,16,5.82,56,26.2,457.18,760.96,1,2024-12-27,Better Alternative
C0210,2024-02-23,2024-10-18,238,SMB,Basic,EU,Desktop,Referral,14,2.52,78,20.8,426.35,996.18,0,,None
C0211,2024-12-08,2025-04-04,117,Enterprise,Standard,US,Desktop,Paid,8,3.9,81,23.5,81.2,212.63,1,2025-04-11,Price
C0212,2024-08-11,2025-02-08,181,Individual,Standard,US,Mobile,Paid,38,4.96,98,34.7,64.65,121.21,1,2025-03-07,Better Alternative
C0213,2024-08-12,2024-12-01,111,Enterprise,Basic,APAC,Desktop,Paid,41,8.5,29,33.8,302.85,725.77,1,2024-12-30,Low Engagement
C0214,2024-05-05,2025-05-03,363,Individual,Basic,EU,Desktop,Organic,47,9.36,97,47.3,275.42,744.2,1,2025-05-09,Low Engagement
C0215,2024-05-09,2024-05-30,21,SMB,Premium,US,Mobile,Paid,11,6.66,41,25.0,147.86,318.6,1,2024-06-10,Price
C0216,2024-02-22,2024-12-02,284,SMB,Basic,APAC,Mobile,Organic,31,4.55,10,19.1,451.74,1383.18,1,2024-12-20,Low Engagement
C0217,2024-06-20,2024-10-08,110,Individual,Basic,EU,Mobile,Paid,24,3.29,26,16.9,465.14,1479.56,1,2024-10-30,Low Engagement
C0218,2024-08-05,2024-09-27,53,SMB,Basic,EU,Mobile,Organic,38,9.84,23,35.7,213.25,457.89,0,,None
C0219,2024-06-08,2025-04-18,314,Enterprise,Standard,APAC,Desktop,Paid,17,9.85,98,42.7,447.35,1421.37,1,2025-04-23,Low Engagement
C0220,2024-07-16,2024-08-11,26,Enterprise,Basic,APAC,Mobile,Referral,14,9.32,38,31.8,204.3,348.77,1,2024-09-03,Better Alternative
C0221,2024-09-03,2025-08-08,339,Individual,Standard,US,Mobile,Referral,31,8.07,71,37.0,373.67,1186.57,1,2025-08-29,Service Issues
C0222,2024-11-19,2025-01-24,66,SMB,Basic,EU,Mobile,Organic,5,3.93,17,13.4,248.45,448.58,0,,None
C0223,2024-07-21,2025-06-06,320,SMB,Premium,EU,Mobile,Organic,43,8.35,76,40.9,78.84,131.34,0,,None
C0224,2024-07-02,2025-05-10,312,Individual,Basic,EU,Mobile,Paid,42,4.68,44,26.7,465.41,1295.49,1,2025-06-05,Low Engagement
C0225,2024-05-02,2024-05-23,21,SMB,Standard,APAC,Desktop,Paid,34,3.94,87,29.7,237.97,581.57,0,,None
C0226,2024-09-11,2025-08-04,327,Individual,Basic,US,Mobile,Referral,33,7.7,86,38.8,372.55,1235.29,1,2025-08-19,Price
C0227,2024-10-20,2025-01-17,89,Individual,Basic,EU,Desktop,Paid,37,1.72,11,13.4,196.24,436.9,1,2025-02-06,Better Alternative
C0228,2024-10-06,2025-05-19,225,Individual,Standard,APAC,Mobile,Organic,4,1.44,48,11.6,29.06,60.28,1,2025-05-23,Price
C0229,2024-11-20,2025-11-03,348,SMB,Basic,EU,Mobile,Organic,17,5.03,93,29.9,68.25,170.73,1,2025-11-24,Price
C0230,2024-04-07,2025-01-05,273,Individual,Premium,US,Mobile,Organic,15,5.01,30,20.0,258.19,622.73,1,2025-01-20,Price
C0231,2024-07-16,2024-12-21,158,Enterprise,Premium,EU,Mobile,Organic,7,9.06,91,37.7,351.18,768.68,1,2025-01-09,Better Alternative
C0232,2024-08-27,2024-11-25,90,SMB,Premium,US,Mobile,Organic,24,2.14,21,13.3,180.67,521.68,0,,None
C0233,2024-05-23,2025-01-02,224,SMB,Basic,US,Mobile,Referral,31,2.11,43,17.9,353.83,1068.26,0,,None
C0234,2024-04-06,2024-10-30,207,Individual,Standard,EU,Mobile,Referral,25,2.33,91,24.5,355.35,1139.24,1,2024-11-13,Better Alternative
C0235,2024-07-19,2025-02-13,209,SMB,Basic,EU,Mobile,Organic,21,1.27,63,16.8,357.89,1233.19,1,2025-03-04,Low Engagement
C0236,2024-05-03,2024-06-06,34,SMB,Premium,US,Desktop,Paid,30,1.65,76,21.5,256.41,521.36,1,2024-07-04,Low Engagement
C0237,2024-07-05,2024-10-11,98,SMB,Standard,APAC,Mobile,Organic,42,6.94,24,29.4,459.15,1346.31,1,2024-10-17,Price
C0238,2024-11-21,2025-08-25,277,Individual,Premium,US,Desktop,Referral,9,4.88,50,21.5,254.81,583.14,1,2025-09-11,Low Engagement
C0239,2024-12-14,2025-05-15,152,Individual,Basic,EU,Mobile,Organic,11,7.87,6,22.8,236.13,673.95,1,2025-06-05,Low Engagement
C0240,2024-09-15,2024-11-22,68,Individual,Standard,EU,Desktop,Referral,27,9.93,5,31.0,115.7,283.69,1,2024-11-27,Better Alternative
C0241,2024-05-27,2024-07-01,35,SMB,Basic,APAC,Mobile,Referral,5,6.93,23,21.8,167.67,584.76,0,,None
C0242,2024-09-08,2024-11-03,56,SMB,Standard,US,Mobile,Organic,19,1.45,18,10.1,40.32,119.26,1,2024-11-04,Price
C0243,2024-12-11,2025-10-04,297,Individual,Basic,US,Mobile,Organic,4,1.94,82,18.0,324.1,1103.55,1,2025-10-23,Low Engagement
C0244,2024-05-26,2025-02-25,275,Enterprise,Standard,US,Desktop,Paid,22,8.93,99,41.6,139.3,441.57,1,2025-02-26,Price
C0245,2024-05-27,2024-06-21,25,SMB,Standard,EU,Desktop,Referral,8,5.75,8,17.2,165.99,548.73,1,2024-07-02,Better Alternative
C0246,2024-12-17,2025-07-13,208,Individual,Standard,US,Desktop,Paid,28,8.42,35,31.9,389.99,1220.22,0,,None
C0247,2024-07-17,2025-05-04,291,Individual,Basic,APAC,Desktop,Organic,15,8.71,39,30.6,177.07,428.21,1,2025-05-11,Service Issues
C0248,2024-11-03,2025-02-06,95,Individual,Standard,EU,Mobile,Referral,45,9.35,92,46.2,136.25,272.99,0,,None
C0249,2024-05-07,2025-01-21,259,Individual,Basic,EU,Mobile,Paid,21,9.55,23,31.5,101.15,226.64,0,,None
C0250,2024-02-08,2024-11-13,279,Individual,Basic,US,Mobile,Paid,7,5.99,47,23.4,391.93,603.76,1,2024-11-16,Low Engagement
C0251,2024-12-03,2025-11-12,344,SMB,Basic,APAC,Desktop,Paid,19,4.07,62,23.3,82.26,209.6,1,2025-12-07,Price
C0252,2024-12-25,2025-04-30,126,Enterprise,Basic,EU,Mobile,Organic,13,9.66,68,37.0,237.8,596.91,0,,None
C0253,2024-05-08,2024-05-24,16,Individual,Basic,EU,Desktop,Organic,38,5.93,52,30.2,263.33,671.62,0,,None
C0254,2024-09-23,2025-02-16,146,SMB,Standard,US,Desktop,Organic,36,1.58,53,19.1,349.95,1206.65,1,2025-02-24,Price
C0255,2024-05-30,2024-12-01,185,Individual,Basic,US,Desktop,Referral,49,6.78,41,32.9,323.98,1076.56,0,,None
C0256,2024-10-24,2025-09-26,337,Enterprise,Basic,APAC,Desktop,Organic,33,6.29,44,28.9,409.15,746.05,0,,None
C0257,2024-04-08,2025-02-26,324,Enterprise,Premium,US,Desktop,Referral,10,9.06,89,38.0,41.48,92.82,1,2025-03-11,Low Engagement
C0258,2024-09-19,2025-05-01,224,Individual,Basic,APAC,Mobile,Paid,39,6.88,13,27.0,162.29,381.04,1,2025-05-06,Low Engagement
C0259,2024-09-08,2024-12-08,91,Individual,Standard,EU,Desktop,Paid,32,4.14,28,21.0,154.46,343.07,0,,None
C0260,2024-05-23,2025-01-10,232,Individual,Standard,APAC,Desktop,Organic,30,9.7,5,31.0,90.09,279.01,1,2025-02-03,Low Engagement
C0261,2024-12-11,2025-04-02,112,SMB,Premium,APAC,Mobile,Paid,43,8.21,6,30.0,158.81,404.66,1,2025-04-25,Better Alternative
C0262,2024-04-21,2025-01-28,282,Individual,Standard,APAC,Desktop,Organic,33,6.67,36,28.7,168.69,446.05,1,2025-02-21,Price
C0263,2024-02-29,2024-03-23,23,SMB,Standard,EU,Desktop,Referral,49,3.64,52,26.7,270.5,867.23,1,2024-03-29,Better Alternative
C0264,2024-01-02,2024-06-18,168,SMB,Premium,US,Mobile,Paid,6,4.36,17,14.7,338.58,1053.61,1,2024-07-10,Better Alternative
C0265,2024-10-30,2025-04-09,161,Enterprise,Basic,EU,Mobile,Organic,48,7.03,86,40.1,202.93,358.05,0,,None
C0266,2024-09-10,2025-01-05,117,Enterprise,Premium,US,Mobile,Paid,22,1.65,37,14.1,365.35,1069.68,1,2025-01-11,Price
C0267,2024-05-19,2024-12-02,197,Enterprise,Basic,APAC,Desktop,Paid,45,3.31,58,26.0,181.36,429.98,1,2024-12-10,Price
C0268,2024-02-06,2024-12-12,310,Individual,Premium,APAC,Mobile,Organic,6,7.43,0,19.8,159.34,332.91,1,2024-12-30,Better Alternative
C0269,2024-06-08,2024-09-23,107,Individual,Basic,APAC,Mobile,Paid,24,5.32,67,28.2,279.77,447.64,1,2024-09-27,Price
C0270,2024-01-09,2024-05-28,140,Individual,Standard,APAC,Mobile,Paid,2,4.62,43,18.4,31.38,77.65,1,2024-06-26,Price
C0271,2024-08-20,2025-06-18,302,SMB,Basic,APAC,Desktop,Paid,37,2.36,46,20.2,58.3,128.89,1,2025-06-21,Service Issues
C0272,2024-04-08,2024-10-05,180,Individual,Standard,US,Mobile,Paid,19,4.98,34,21.4,220.63,441.93,1,2024-10-28,Price
C0273,2024-05-26,2024-12-04,192,Individual,Basic,US,Desktop,Referral,33,7.94,86,39.4,472.6,1365.5,1,2024-12-18,Better Alternative
C0274,2024-10-30,2024-12-17,48,Individual,Premium,APAC,Desktop,Paid,48,3.38,90,31.6,366.33,1113.27,1,2025-01-06,Price
C0275,2024-07-26,2024-08-19,24,SMB,Premium,EU,Mobile,Paid,43,1.05,59,20.1,62.3,123.95,1,2024-08-25,Better Alternative
C0276,2024-05-10,2024-05-23,13,SMB,Basic,EU,Desktop,Organic,43,7.02,89,39.5,426.23,681.5,0,,None
C0277,2024-05-31,2025-05-24,358,SMB,Premium,APAC,Desktop,Referral,29,9.75,51,37.8,371.5,1187.87,1,2025-06-03,Low Engagement
C0278,2024-02-23,2024-09-29,219,SMB,Standard,US,Mobile,Organic,16,6.46,7,20.4,313.25,476.11,1,2024-10-22,Service Issues
C0279,2024-04-29,2024-10-16,170,SMB,Standard,EU,Desktop,Organic,9,2.08,79,18.8,413.74,1396.05,1,2024-11-02,Low Engagement
C0280,2024-06-09,2024-07-04,25,Individual,Basic,EU,Mobile,Organic,34,3.89,40,22.5,213.97,589.54,1,2024-07-24,Service Issues
C0281,2024-04-25,2024-08-20,117,Enterprise,Basic,EU,Desktop,Referral,19,8.81,2,26.1,126.32,270.79,1,2024-08-29,Better Alternative
C0282,2024-03-15,2025-01-29,320,SMB,Basic,APAC,Desktop,Organic,17,3.09,95,25.4,265.77,529.67,1,2025-02-10,Low Engagement
C0283,2024-04-22,2024-12-14,236,SMB,Basic,EU,Mobile,Organic,44,6.47,68,35.2,283.44,430.27,1,2025-01-09,Low Engagement
C0284,2024-04-13,2024-10-09,179,SMB,Premium,EU,Mobile,Organic,43,4.62,83,32.6,278.4,548.71,0,,None
C0285,2024-12-05,2025-01-17,43,SMB,Basic,EU,Desktop,Paid,26,2.87,13,14.3,291.24,517.08,0,,None
C0286,2024-09-10,2025-05-28,260,SMB,Premium,EU,Desktop,Organic,48,8.32,95,44.7,475.38,1295.09,1,2025-06-15,Service Issues
C0287,2024-08-14,2025-04-27,256,SMB,Basic,US,Mobile,Referral,35,7.69,25,30.0,453.08,830.54,1,2025-05-03,Service Issues
C0288,2024-04-21,2025-01-24,278,Individual,Standard,APAC,Desktop,Referral,22,6.95,69,32.1,440.34,1126.06,1,2025-02-19,Better Alternative
C0289,2024-04-08,2024-09-05,150,Individual,Standard,APAC,Desktop,Paid,31,3.13,57,22.6,404.68,1084.64,0,,None
C0290,2024-06-01,2025-03-11,283,SMB,Premium,US,Desktop,Referral,9,1.88,99,21.3,472.85,991.13,0,,None
C0291,2024-12-14,2025-03-29,105,Enterprise,Basic,US,Desktop,Referral,10,6.19,39,23.3,67.28,105.64,1,2025-04-10,Price
C0292,2024-12-03,2025-07-27,236,Individual,Basic,APAC,Mobile,Paid,37,5.98,50,29.8,147.26,231.86,1,2025-08-15,Low Engagement
C0293,2024-07-12,2024-08-29,48,SMB,Basic,EU,Mobile,Organic,5,2.7,4,8.4,257.63,400.02,1,2024-09-11,Better Alternative
C0294,2024-11-05,2025-09-12,311,SMB,Basic,EU,Mobile,Paid,40,1.51,76,23.2,426.34,1269.75,1,2025-09-24,Service Issues
C0295,2024-06-11,2024-07-19,38,Individual,Basic,APAC,Mobile,Organic,46,1.73,31,18.2,262.48,560.66,1,2024-07-22,Service Issues
C0296,2024-07-26,2025-06-18,327,SMB,Basic,EU,Mobile,Organic,33,9.93,79,43.3,379.06,1172.28,1,2025-06-21,Low Engagement
C0297,2024-06-17,2025-02-26,254,Individual,Basic,US,Mobile,Referral,35,8.05,0,27.1,86.7,204.91,1,2025-03-16,Better Alternative
C0298,2024-06-09,2025-02-09,245,Enterprise,Standard,EU,Desktop,Paid,36,9.3,76,41.8,141.16,339.63,0,,None
C0299,2024-03-08,2024-09-18,194,SMB,Basic,EU,Mobile,Referral,16,2.76,53,18.0,371.25,937.69,0,,None
C0300,2024-10-15,2025-07-23,281,SMB,Basic,EU,Desktop,Referral,39,9.65,10,33.4,99.07,289.89,1,2025-08-11,Price
C0301,2024-10-03,2025-06-05,245,Individual,Basic,APAC,Desktop,Organic,39,2.28,52,21.3,188.65,386.17,1,2025-07-03,Low Engagement
C0302,2024-10-30,2025-07-05,248,SMB,Standard,US,Desktop,Referral,11,5.58,7,17.2,147.14,256.49,0,,None
C0303,2024-05-14,2025-02-13,275,SMB,Premium,EU,Mobile,Paid,20,8.47,24,28.8,187.93,490.89,1,2025-02-23,Price
C0304,2024-07-13,2025-06-27,349,Individual,Standard,APAC,Desktop,Referral,39,4.15,39,24.0,360.0,775.42,1,2025-07-12,Better Alternative
C0305,2024-05-07,2024-07-20,74,Enterprise,Standard,EU,Mobile,Referral,18,4.82,31,20.3,196.57,468.82,1,2024-07-29,Service Issues
C0306,2024-02-02,2024-08-06,186,SMB,Basic,US,Desktop,Organic,2,2.15,87,18.8,286.53,800.53,1,2024-08-21,Better Alternative
C0307,2024-06-24,2024-07-06,12,Individual,Standard,EU,Desktop,Paid,17,2.11,27,12.7,67.97,169.13,1,2024-07-22,Service Issues
C0308,2024-01-22,2024-06-21,151,SMB,Basic,US,Mobile,Referral,18,6.58,77,31.6,406.41,1113.79,1,2024-07-08,Price
C0309,2024-08-25,2025-02-08,167,Individual,Basic,EU,Desktop,Organic,46,7.08,2,27.2,197.55,511.34,1,2025-02-09,Better Alternative
C0310,2024-06-06,2025-05-05,333,Individual,Standard,US,Desktop,Referral,5,8.0,99,35.8,331.3,987.14,1,2025-05-26,Better Alternative
C0311,2024-02-07,2024-07-11,155,Individual,Premium,EU,Desktop,Paid,15,6.01,90,31.5,368.19,1072.12,1,2024-07-29,Service Issues
C0312,2024-08-17,2025-06-15,302,Enterprise,Basic,US,Desktop,Referral,7,6.81,83,30.9,120.64,309.85,1,2025-07-01,Low Engagement
C0313,2024-12-30,2025-06-10,162,Individual,Standard,EU,Mobile,Referral,47,1.12,78,23.9,444.64,1270.69,0,,None
C0314,2024-02-20,2024-09-09,202,SMB,Standard,EU,Desktop,Organic,17,2.46,61,18.7,315.79,1025.41,1,2024-09-10,Better Alternative
C0315,2024-09-20,2024-12-11,82,Individual,Basic,APAC,Desktop,Referral,47,9.86,26,37.9,225.79,533.89,1,2024-12-26,Better Alternative
C0316,2024-10-09,2025-08-19,314,SMB,Basic,APAC,Mobile,Organic,42,1.68,44,19.2,107.52,250.04,1,2025-09-16,Price
C0317,2024-01-27,2025-01-14,353,SMB,Basic,US,Desktop,Paid,38,7.11,91,39.0,472.3,1430.36,1,2025-01-17,Better Alternative
C0318,2024-08-13,2025-01-09,149,SMB,Basic,EU,Desktop,Referral,48,2.58,24,19.6,382.43,1019.22,1,2025-01-15,Better Alternative
C0319,2024-10-03,2025-04-17,196,Individual,Basic,US,Desktop,Paid,48,7.45,60,37.2,119.85,196.8,0,,None
C0320,2024-10-12,2025-08-10,302,Individual,Basic,APAC,Desktop,Paid,11,7.35,43,27.0,182.1,598.06,1,2025-08-16,Better Alternative
C0321,2024-04-06,2024-06-15,70,SMB,Basic,US,Mobile,Referral,44,3.11,96,31.0,408.64,638.12,1,2024-06-22,Better Alternative
C0322,2024-10-10,2025-05-05,207,SMB,Standard,US,Desktop,Organic,9,3.43,45,17.1,353.93,1060.65,1,2025-06-01,Price
C0323,2024-11-12,2025-09-12,304,Individual,Standard,APAC,Mobile,Paid,6,6.89,13,20.4,387.58,1169.56,1,2025-10-05,Low Engagement
C0324,2024-10-30,2025-09-23,328,Enterprise,Premium,EU,Desktop,Paid,45,4.51,7,21.3,231.78,789.49,1,2025-10-15,Price
C0325,2024-05-26,2025-04-02,311,SMB,Basic,US,Desktop,Referral,0,2.75,47,13.9,363.91,585.27,1,2025-04-26,Price
C0326,2024-01-04,2024-12-22,353,Individual,Standard,APAC,Desktop,Referral,48,7.59,13,30.5,205.52,553.61,1,2025-01-12,Low Engagement
C0327,2024-02-04,2024-02-24,20,Enterprise,Premium,EU,Mobile,Referral,35,2.39,64,22.6,121.41,286.0,1,2024-03-14,Better Alternative
C0328,2024-07-10,2024-09-19,71,Individual,Standard,APAC,Desktop,Referral,20,8.7,79,37.6,323.68,699.56,1,2024-09-27,Service Issues
C0329,2024-02-18,2025-01-25,342,SMB,Basic,US,Desktop,Referral,36,5.63,81,33.4,488.49,820.97,1,2025-02-14,Service Issues
C0330,2024-01-17,2024-09-08,235,Enterprise,Standard,EU,Mobile,Referral,23,1.95,6,10.4,169.09,443.91,1,2024-09-29,Price
C0331,2024-06-20,2024-11-29,162,Enterprise,Basic,EU,Mobile,Organic,24,7.25,78,34.6,241.27,593.06,1,2024-12-10,Price
C0332,2024-08-07,2025-03-03,208,Individual,Basic,APAC,Mobile,Paid,6,5.67,87,28.4,343.52,587.11,1,2025-03-06,Better Alternative
C0333,2024-06-06,2024-08-06,61,Enterprise,Standard,APAC,Mobile,Organic,41,3.68,48,24.6,279.92,762.78,1,2024-08-29,Better Alternative
C0334,2024-02-15,2024-11-10,269,Individual,Standard,APAC,Desktop,Organic,16,4.8,54,23.3,424.85,1264.31,1,2024-11-24,Better Alternative
C0335,2024-01-06,2024-03-14,68,SMB,Basic,EU,Desktop,Referral,28,3.69,12,16.6,385.64,1170.25,0,,None
C0336,2024-04-08,2024-06-28,81,Individual,Premium,EU,Desktop,Paid,29,3.37,72,25.0,47.98,158.85,0,,None
C0337,2024-08-20,2025-01-24,157,Enterprise,Standard,US,Desktop,Organic,6,2.47,55,15.6,499.24,1157.71,1,2025-02-02,Price
C0338,2024-02-06,2025-01-29,358,SMB,Basic,EU,Mobile,Referral,32,4.26,55,25.3,381.15,1298.25,1,2025-01-30,Price
C0339,2024-10-06,2024-12-17,72,Individual,Premium,US,Desktop,Referral,6,3.26,14,11.4,434.67,1404.36,1,2025-01-12,Service Issues
C0340,2024-12-14,2025-10-29,319,SMB,Basic,APAC,Desktop,Paid,23,7.15,56,30.9,332.57,696.07,1,2025-11-10,Better Alternative
C0341,2024-10-28,2025-07-07,252,SMB,Premium,APAC,Desktop,Organic,10,7.15,57,28.4,431.02,783.84,1,2025-07-28,Price
C0342,2024-06-29,2025-06-03,339,Individual,Standard,EU,Desktop,Organic,8,5.52,34,20.5,73.94,175.3,1,2025-06-23,Service Issues
C0343,2024-04-04,2024-07-29,116,Enterprise,Basic,APAC,Mobile,Organic,11,8.0,87,35.2,186.91,430.6,0,,None
C0344,2024-04-08,2024-11-29,235,Individual,Standard,APAC,Desktop,Referral,34,8.57,96,42.6,440.68,1168.44,0,,None
C0345,2024-07-06,2025-05-24,322,SMB,Standard,EU,Desktop,Paid,3,6.22,15,18.4,116.79,311.45,1,2025-06-10,Better Alternative
C0346,2024-04-25,2024-12-08,227,Individual,Standard,US,Desktop,Paid,35,6.57,7,24.5,57.56,172.68,1,2024-12-10,Low Engagement
C0347,2024-07-09,2025-03-16,250,SMB,Premium,EU,Mobile,Organic,27,3.55,92,28.1,398.3,1003.63,1,2025-04-01,Service Issues
C0348,2024-09-09,2025-06-04,268,SMB,Standard,US,Mobile,Referral,12,9.05,86,37.9,421.03,719.81,0,,None
C0349,2024-06-09,2025-03-07,271,Individual,Standard,EU,Desktop,Organic,22,1.22,44,14.0,98.07,315.45,1,2025-03-15,Low Engagement
C0350,2024-09-12,2024-09-26,14,Individual,Premium,EU,Desktop,Paid,18,4.14,94,28.0,430.09,911.59,0,,None
C0351,2024-11-18,2025-08-15,270,Enterprise,Standard,APAC,Desktop,Referral,41,7.5,39,32.8,349.65,1203.7,1,2025-08-29,Price
C0352,2024-05-07,2024-07-09,63,SMB,Basic,EU,Mobile,Organic,36,1.72,53,19.4,269.64,468.02,1,2024-07-24,Service Issues
C0353,2024-01-18,2024-03-14,56,Individual,Premium,EU,Desktop,Organic,38,2.65,13,16.2,418.52,1429.87,1,2024-03-23,Low Engagement
C0354,2024-10-07,2025-05-19,224,Enterprise,Basic,US,Desktop,Referral,23,6.3,58,29.0,221.24,372.13,1,2025-06-05,Low Engagement
C0355,2024-08-10,2025-02-12,186,Individual,Standard,APAC,Desktop,Paid,15,6.04,93,32.0,113.12,221.95,1,2025-02-22,Price
C0356,2024-02-23,2024-03-12,18,Individual,Premium,US,Mobile,Referral,32,7.65,52,33.3,156.73,249.7,1,2024-03-14,Service Issues
C0357,2024-02-27,2024-06-14,108,SMB,Standard,US,Desktop,Organic,11,8.31,26,26.9,262.48,763.88,1,2024-07-03,Price
C0358,2024-11-18,2024-12-17,29,SMB,Standard,APAC,Desktop,Organic,33,2.16,46,18.9,275.04,880.29,1,2024-12-28,Price
C0359,2024-12-25,2025-09-01,250,Individual,Standard,APAC,Mobile,Organic,6,1.17,79,16.0,406.68,963.08,1,2025-09-11,Low Engagement
C0360,2024-06-22,2024-08-31,70,SMB,Basic,APAC,Mobile,Organic,10,7.21,5,20.8,399.85,1342.31,1,2024-09-23,Service Issues
C0361,2024-10-06,2025-04-11,187,SMB,Premium,EU,Desktop,Paid,30,3.71,54,23.4,299.06,801.66,1,2025-04-17,Service Issues
C0362,2024-04-23,2025-04-05,347,Individual,Basic,APAC,Mobile,Paid,28,6.63,96,36.6,394.78,1089.6,1,2025-05-03,Better Alternative
C0363,2024-10-14,2024-12-24,71,Enterprise,Basic,APAC,Desktop,Organic,12,2.35,43,14.7,112.05,357.53,1,2025-01-11,Service Issues
C0364,2024-12-07,2025-05-10,154,Individual,Basic,APAC,Mobile,Paid,30,5.22,17,21.6,44.03,92.18,1,2025-05-28,Price
C0365,2024-05-30,2025-01-10,225,Enterprise,Standard,US,Mobile,Paid,1,5.54,15,16.3,439.34,970.3,1,2025-02-07,Better Alternative
C0366,2024-05-06,2024-05-18,12,Enterprise,Standard,US,Desktop,Paid,38,6.27,11,24.9,56.27,186.36,0,,None
C0367,2024-06-03,2024-11-19,169,SMB,Premium,EU,Desktop,Organic,14,5.62,19,19.7,138.41,457.02,1,2024-12-04,Service Issues
C0368,2024-09-29,2025-05-23,236,SMB,Basic,US,Desktop,Referral,10,5.46,44,22.2,353.75,1221.49,1,2025-06-02,Price
C0369,2024-04-13,2025-01-16,278,SMB,Basic,EU,Mobile,Referral,33,3.99,63,26.0,216.54,715.38,1,2025-01-21,Better Alternative
C0370,2024-10-25,2025-03-03,129,SMB,Basic,US,Desktop,Referral,38,1.64,58,20.4,440.63,773.19,0,,None
C0371,2024-09-02,2024-12-09,98,Individual,Basic,APAC,Desktop,Organic,3,1.81,92,18.9,163.03,513.13,1,2025-01-01,Low Engagement
C0372,2024-06-24,2025-05-28,338,SMB,Standard,US,Desktop,Paid,10,4.9,93,28.2,25.7,59.62,1,2025-06-12,Low Engagement
C0373,2024-02-08,2024-04-25,77,Enterprise,Basic,EU,Desktop,Paid,28,4.2,89,29.4,164.31,572.06,1,2024-05-19,Price
C0374,2024-06-18,2024-10-03,107,SMB,Basic,US,Desktop,Organic,1,5.65,21,17.5,297.48,727.21,1,2024-10-15,Better Alternative
C0375,2024-09-03,2025-06-06,276,SMB,Basic,APAC,Mobile,Organic,15,3.74,96,26.8,200.45,522.71,1,2025-06-11,Price
C0376,2024-01-26,2024-05-19,114,Enterprise,Basic,EU,Desktop,Referral,38,7.19,46,32.5,276.74,708.33,1,2024-06-12,Low Engagement
C0377,2024-12-20,2025-11-17,332,SMB,Basic,APAC,Desktop,Referral,12,8.78,28,28.6,440.77,944.78,0,,None
C0378,2024-11-01,2025-03-13,132,SMB,Basic,APAC,Mobile,Organic,36,3.69,85,29.2,457.99,755.7,0,,None
C0379,2024-01-13,2024-02-20,38,SMB,Standard,EU,Desktop,Referral,16,2.74,44,16.6,147.67,486.03,1,2024-03-16,Low Engagement
