customer_id,signup_date,last_active_date,tenure_days,segment,plan_type,region,device,acquisition_channel,sessions_last_30d,avg_session_duration,feature_usage_score,engagement_score,revenue,lifetime_value,churn,churn_date,churn_reason,retention_flag,revenue_at_risk,churn_rate,retention_rate,engagement_band,tenure_band
C0293,2024-07-12,2024-08-29,48,SMB,Basic,EU,Mobile,Organic,5,2.7,4,8.4,257.63,400.02,1,2024-09-11,Better Alternative,0,257.63,100,0,Low Engagement,31–90 Days
C0294,2024-11-05,2025-09-12,311,SMB,Basic,EU,Mobile,Paid,40,1.51,76,23.2,426.34,1269.75,1,2025-09-24,Service Issues,0,426.34,100,0,Low Engagement,181+ Days
C0295,2024-06-11,2024-07-19,38,Individual,Basic,APAC,Mobile,Organic,46,1.73,31,18.2,262.48,560.66,1,2024-07-22,Service Issues,0,262.48,100,0,Low Engagement,31–90 Days
C0296,2024-07-26,2025-06-18,327,SMB,Basic,EU,Mobile,Organic,33,9.93,79,43.3,379.06,1172.28,1,2025-06-21,Low Engagement,0,379.06,100,0,Medium Engagement,181+ Days
C0297,2024-06-17,2025-02-26,254,Individual,Basic,US,Mobile,Referral,35,8.05,0,27.1,86.7,204.91,1,2025-03-16,Better Alternative,0,86.7,100,0,Medium Engagement,181+ Days
C0298,2024-06-09,2025-02-09,245,Enterprise,Standard,EU,Desktop,Paid,36,9.3,76,41.8,141.16,339.63,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0299,2024-03-08,2024-09-18,194,SMB,Basic,EU,Mobile,Referral,16,2.76,53,18.0,371.25,937.69,0,,Unknown,1,0.0,0,100,Low Engagement,181+ Days
C0300,2024-10-15,2025-07-23,281,SMB,Basic,EU,Desktop,Referral,39,9.65,10,33.4,99.07,289.89,1,2025-08-11,Price,0,99.07,100,0,Medium Engagement,181+ Days
C0301,2024-10-03,2025-06-05,245,Individual,Basic,APAC,Desktop,Organic,39,2.28,52,21.3,188.65,386.17,1,2025-07-03,Low Engagement,0,188.65,100,0,Low Engagement,181+ Days
C0302,2024-10-30,2025-07-05,248,SMB,Standard,US,Desktop,Referral,11,5.58,7,17.2,147.14,256.49,0,,Unknown,1,0.0,0,100,Low Engagement,181+ Days
C0303,2024-05-14,2025-02-13,275,SMB,Premium,EU,Mobile,Paid,20,8.47,24,28.8,187.93,490.89,1,2025-02-23,Price,0,187.93,100,0,Medium Engagement,181+ Days
C0304,2024-07-13,2025-06-27,349,Individual,Standard,APAC,Desktop,Referral,39,4.15,39,24.0,360.0,775.42,1,2025-07-12,Better Alternative,0,360.0,100,0,Low Engagement,181+ Days
C0305,2024-05-07,2024-07-20,74,Enterprise,Standard,EU,Mobile,Referral,18,4.82,31,20.3,196.57,468.82,1,2024-07-29,Service Issues,0,196.57,100,0,Low Engagement,31–90 Days
C0306,2024-02-02,2024-08-06,186,SMB,Basic,US,Desktop,Organic,2,2.15,87,18.8,286.53,800.53,1,2024-08-21,Better Alternative,0,286.53,100,0,Low Engagement,181+ Days
C0307,2024-06-24,2024-07-06,12,Individual,Standard,EU,Desktop,Paid,17,2.11,27,12.7,67.97,169.13,1,2024-07-22,Service Issues,0,67.97,100,0,Low Engagement,0–30 Days
C0308,2024-01-22,2024-06-21,151,SMB,Basic,US,Mobile,Referral,18,6.58,77,31.6,406.41,1113.79,1,2024-07-08,Price,0,406.41,100,0,Medium Engagement,91–180 Days
C0309,2024-08-25,2025-02-08,167,Individual,Basic,EU,Desktop,Organic,46,7.08,2,27.2,197.55,511.34,1,2025-02-09,Better Alternative,0,197.55,100,0,Medium Engagement,91–180 Days
C0310,2024-06-06,2025-05-05,333,Individual,Standard,US,Desktop,Referral,5,8.0,99,35.8,331.3,987.14,1,2025-05-26,Better Alternative,0,331.3,100,0,Medium Engagement,181+ Days
C0311,2024-02-07,2024-07-11,155,Individual,Premium,EU,Desktop,Paid,15,6.01,90,31.5,368.19,1072.12,1,2024-07-29,Service Issues,0,368.19,100,0,Medium Engagement,91–180 Days
C0312,2024-08-17,2025-06-15,302,Enterprise,Basic,US,Desktop,Referral,7,6.81,83,30.9,120.64,309.85,1,2025-07-01,Low Engagement,0,120.64,100,0,Medium Engagement,181+ Days
C0313,2024-12-30,2025-06-10,162,Individual,Standard,EU,Mobile,Referral,47,1.12,78,23.9,444.64,1270.69,0,,Unknown,1,0.0,0,100,Low Engagement,91–180 Days
C0314,2024-02-20,2024-09-09,202,SMB,Standard,EU,Desktop,Organic,17,2.46,61,18.7,315.79,1025.41,1,2024-09-10,Better Alternative,0,315.79,100,0,Low Engagement,181+ Days
C0315,2024-09-20,2024-12-11,82,Individual,Basic,APAC,Desktop,Referral,47,9.86,26,37.9,225.79,533.89,1,2024-12-26,Better Alternative,0,225.79,100,0,Medium Engagement,31–90 Days
C0316,2024-10-09,2025-08-19,314,SMB,Basic,APAC,Mobile,Organic,42,1.68,44,19.2,107.52,250.04,1,2025-09-16,Price,0,107.52,100,0,Low Engagement,181+ Days
C0317,2024-01-27,2025-01-14,353,SMB,Basic,US,Desktop,Paid,38,7.11,91,39.0,472.3,1430.36,1,2025-01-17,Better Alternative,0,472.3,100,0,Medium Engagement,181+ Days
C0318,2024-08-13,2025-01-09,149,SMB,Basic,EU,Desktop,Referral,48,2.58,24,19.6,382.43,1019.22,1,2025-01-15,Better Alternative,0,382.43,100,0,Low Engagement,91–180 Days
C0319,2024-10-03,2025-04-17,196,Individual,Basic,US,Desktop,Paid,48,7.45,60,37.2,119.85,196.8,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0320,2024-10-12,2025-08-10,302,Individual,Basic,APAC,Desktop,Paid,11,7.35,43,27.0,182.1,598.06,1,2025-08-16,Better Alternative,0,182.1,100,0,Medium Engagement,181+ Days
C0321,2024-04-06,2024-06-15,70,SMB,Basic,US,Mobile,Referral,44,3.11,96,31.0,408.64,638.12,1,2024-06-22,Better Alternative,0,408.64,100,0,Medium Engagement,31–90 Days
C0322,2024-10-10,2025-05-05,207,SMB,Standard,US,Desktop,Organic,9,3.43,45,17.1,353.93,1060.65,1,2025-06-01,Price,0,353.93,100,0,Low Engagement,181+ Days
C0323,2024-11-12,2025-09-12,304,Individual,Standard,APAC,Mobile,Paid,6,6.89,13,20.4,387.58,1169.56,1,2025-10-05,Low Engagement,0,387.58,100,0,Low Engagement,181+ Days
C0324,2024-10-30,2025-09-23,328,Enterprise,Premium,EU,Desktop,Paid,45,4.51,7,21.3,231.78,789.49,1,2025-10-15,Price,0,231.78,100,0,Low Engagement,181+ Days
C0325,2024-05-26,2025-04-02,311,SMB,Basic,US,Desktop,Referral,0,2.75,47,13.9,363.91,585.27,1,2025-04-26,Price,0,363.91,100,0,Low Engagement,181+ Days
C0326,2024-01-04,2024-12-22,353,Individual,Standard,APAC,Desktop,Referral,48,7.59,13,30.5,205.52,553.61,1,2025-01-12,Low Engagement,0,205.52,100,0,Medium Engagement,181+ Days
C0327,2024-02-04,2024-02-24,20,Enterprise,Premium,EU,Mobile,Referral,35,2.39,64,22.6,121.41,286.0,1,2024-03-14,Better Alternative,0,121.41,100,0,Low Engagement,0–30 Days
C0328,2024-07-10,2024-09-19,71,Individual,Standard,APAC,Desktop,Referral,20,8.7,79,37.6,323.68,699.56,1,2024-09-27,Service Issues,0,323.68,100,0,Medium Engagement,31–90 Days
C0329,2024-02-18,2025-01-25,342,SMB,Basic,US,Desktop,Referral,36,5.63,81,33.4,488.49,820.97,1,2025-02-14,Service Issues,0,488.49,100,0,Medium Engagement,181+ Days
C0330,2024-01-17,2024-09-08,235,Enterprise,Standard,EU,Mobile,Referral,23,1.95,6,10.4,169.09,443.91,1,2024-09-29,Price,0,169.09,100,0,Low Engagement,181+ Days
C0331,2024-06-20,2024-11-29,162,Enterprise,Basic,EU,Mobile,Organic,24,7.25,78,34.6,241.27,593.06,1,2024-12-10,Price,0,241.27,100,0,Medium Engagement,91–180 Days
C0332,2024-08-07,2025-03-03,208,Individual,Basic,APAC,Mobile,Paid,6,5.67,87,28.4,343.52,587.11,1,2025-03-06,Better Alternative,0,343.52,100,0,Medium Engagement,181+ Days
C0333,2024-06-06,2024-08-06,61,Enterprise,Standard,APAC,Mobile,Organic,41,3.68,48,24.6,279.92,762.78,1,2024-08-29,Better Alternative,0,279.92,100,0,Low Engagement,31–90 Days
C0334,2024-02-15,2024-11-10,269,Individual,Standard,APAC,Desktop,Organic,16,4.8,54,23.3,424.85,1264.31,1,2024-11-24,Better Alternative,0,424.85,100,0,Low Engagement,181+ Days
C0335,2024-01-06,2024-03-14,68,SMB,Basic,EU,Desktop,Referral,28,3.69,12,16.6,385.64,1170.25,0,,Unknown,1,0.0,0,100,Low Engagement,31–90 Days
C0336,2024-04-08,2024-06-28,81,Individual,Premium,EU,Desktop,Paid,29,3.37,72,25.0,47.98,158.85,0,,Unknown,1,0.0,0,100,Low Engagement,31–90 Days
C0337,2024-08-20,2025-01-24,157,Enterprise,Standard,US,Desktop,Organic,6,2.47,55,15.6,499.24,1157.71,1,2025-02-02,Price,0,499.24,100,0,Low Engagement,91–180 Days
C0338,2024-02-06,2025-01-29,358,SMB,Basic,EU,Mobile,Referral,32,4.26,55,25.3,381.15,1298.25,1,2025-01-30,Price,0,381.15,100,0,Medium Engagement,181+ Days
C0339,2024-10-06,2024-12-17,72,Individual,Premium,US,Desktop,Referral,6,3.26,14,11.4,434.67,1404.36,1,2025-01-12,Service Issues,0,434.67,100,0,Low Engagement,31–90 Days
C0340,2024-12-14,2025-10-29,319,SMB,Basic,APAC,Desktop,Paid,23,7.15,56,30.9,332.57,696.07,1,2025-11-10,Better Alternative,0,332.57,100,0,Medium Engagement,181+ Days
C0341,2024-10-28,2025-07-07,252,SMB,Premium,APAC,Desktop,Organic,10,7.15,57,28.4,431.02,783.84,1,2025-07-28,Price,0,431.02,100,0,Medium Engagement,181+ Days
C0342,2024-06-29,2025-06-03,339,Individual,Standard,EU,Desktop,Organic,8,5.52,34,20.5,73.94,175.3,1,2025-06-23,Service Issues,0,73.94,100,0,Low Engagement,181+ Days
C0343,2024-04-04,2024-07-29,116,Enterprise,Basic,APAC,Mobile,Organic,11,8.0,87,35.2,186.91,430.6,0,,Unknown,1,0.0,0,100,Medium Engagement,91–180 Days
C0344,2024-04-08,2024-11-29,235,Individual,Standard,APAC,Desktop,Referral,34,8.57,96,42.6,440.68,1168.44,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0345,2024-07-06,2025-05-24,322,SMB,Standard,EU,Desktop,Paid,3,6.22,15,18.4,116.79,311.45,1,2025-06-10,Better Alternative,0,116.79,100,0,Low Engagement,181+ Days
C0346,2024-04-25,2024-12-08,227,Individual,Standard,US,Desktop,Paid,35,6.57,7,24.5,57.56,172.68,1,2024-12-10,Low Engagement,0,57.56,100,0,Low Engagement,181+ Days
C0347,2024-07-09,2025-03-16,250,SMB,Premium,EU,Mobile,Organic,27,3.55,92,28.1,398.3,1003.63,1,2025-04-01,Service Issues,0,398.3,100,0,Medium Engagement,181+ Days
C0348,2024-09-09,2025-06-04,268,SMB,Standard,US,Mobile,Referral,12,9.05,86,37.9,421.03,719.81,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0349,2024-06-09,2025-03-07,271,Individual,Standard,EU,Desktop,Organic,22,1.22,44,14.0,98.07,315.45,1,2025-03-15,Low Engagement,0,98.07,100,0,Low Engagement,181+ Days
C0350,2024-09-12,2024-09-26,14,Individual,Premium,EU,Desktop,Paid,18,4.14,94,28.0,430.09,911.59,0,,Unknown,1,0.0,0,100,Medium Engagement,0–30 Days
C0351,2024-11-18,2025-08-15,270,Enterprise,Standard,APAC,Desktop,Referral,41,7.5,39,32.8,349.65,1203.7,1,2025-08-29,Price,0,349.65,100,0,Medium Engagement,181+ Days
C0352,2024-05-07,2024-07-09,63,SMB,Basic,EU,Mobile,Organic,36,1.72,53,19.4,269.64,468.02,1,2024-07-24,Service Issues,0,269.64,100,0,Low Engagement,31–90 Days
C0353,2024-01-18,2024-03-14,56,Individual,Premium,EU,Desktop,Organic,38,2.65,13,16.2,418.52,1429.87,1,2024-03-23,Low Engagement,0,418.52,100,0,Low Engagement,31–90 Days
C0354,2024-10-07,2025-05-19,224,Enterprise,Basic,US,Desktop,Referral,23,6.3,58,29.0,221.24,372.13,1,2025-06-05,Low Engagement,0,221.24,100,0,Medium Engagement,181+ Days
C0355,2024-08-10,2025-02-12,186,Individual,Standard,APAC,Desktop,Paid,15,6.04,93,32.0,113.12,221.95,1,2025-02-22,Price,0,113.12,100,0,Medium Engagement,181+ Days
C0356,2024-02-23,2024-03-12,18,Individual,Premium,US,Mobile,Referral,32,7.65,52,33.3,156.73,249.7,1,2024-03-14,Service Issues,0,156.73,100,0,Medium Engagement,0–30 Days
C0357,2024-02-27,2024-06-14,108,SMB,Standard,US,Desktop,Organic,11,8.31,26,26.9,262.48,763.88,1,2024-07-03,Price,0,262.48,100,0,Medium Engagement,91–180 Days
C0358,2024-11-18,2024-12-17,29,SMB,Standard,APAC,Desktop,Organic,33,2.16,46,18.9,275.04,880.29,1,2024-12-28,Price,0,275.04,100,0,Low Engagement,0–30 Days
C0359,2024-12-25,2025-09-01,250,Individual,Standard,APAC,Mobile,Organic,6,1.17,79,16.0,406.68,963.08,1,2025-09-11,Low Engagement,0,406.68,100,0,Low Engagement,181+ Days
C0360,2024-06-22,2024-08-31,70,SMB,Basic,APAC,Mobile,Organic,10,7.21,5,20.8,399.85,1342.31,1,2024-09-23,Service Issues,0,399.85,100,0,Low Engagement,31–90 Days
C0361,2024-10-06,2025-04-11,187,SMB,Premium,EU,Desktop,Paid,30,3.71,54,23.4,299.06,801.66,1,2025-04-17,Service Issues,0,299.06,100,0,Low Engagement,181+ Days
C0362,2024-04-23,2025-04-05,347,Individual,Basic,APAC,Mobile,Paid,28,6.63,96,36.6,394.78,1089.6,1,2025-05-03,Better Alternative,0,394.78,100,0,Medium Engagement,181+ Days
C0363,2024-10-14,2024-12-24,71,Enterprise,Basic,APAC,Desktop,Organic,12,2.35,43,14.7,112.05,357.53,1,2025-01-11,Service Issues,0,112.05,100,0,Low Engagement,31–90 Days
C0364,2024-12-07,2025-05-10,154,Individual,Basic,APAC,Mobile,Paid,30,5.22,17,21.6,44.03,92.18,1,2025-05-28,Price,0,44.03,100,0,Low Engagement,91–180 Days
C0365,2024-05-30,2025-01-10,225,Enterprise,Standard,US,Mobile,Paid,1,5.54,15,16.3,439.34,970.3,1,2025-02-07,Better Alternative,0,439.34,100,0,Low Engagement,181+ Days
C0366,2024-05-06,2024-05-18,12,Enterprise,Standard,US,Desktop,Paid,38,6.27,11,24.9,56.27,186.36,0,,Unknown,1,0.0,0,100,Low Engagement,0–30 Days
C0367,2024-06-03,2024-11-19,169,SMB,Premium,EU,Desktop,Organic,14,5.62,19,19.7,138.41,457.02,1,2024-12-04,Service Issues,0,138.41,100,0,Low Engagement,91–180 Days
C0368,2024-09-29,2025-05-23,236,SMB,Basic,US,Desktop,Referral,10,5.46,44,22.2,353.75,1221.49,1,2025-06-02,Price,0,353.75,100,0,Low Engagement,181+ Days
C0369,2024-04-13,2025-01-16,278,SMB,Basic,EU,Mobile,Referral,33,3.99,63,26.0,216.54,715.38,1,2025-01-21,Better Alternative,0,216.54,100,0,Medium Engagement,181+ Days
C0370,2024-10-25,2025-03-03,129,SMB,Basic,US,Desktop,Referral,38,1.64,58,20.4,440.63,773.19,0,,Unknown,1,0.0,0,100,Low Engagement,91–180 Days
C0371,2024-09-02,2024-12-09,98,Individual,Basic,APAC,Desktop,Organic,3,1.81,92,18.9,163.03,513.13,1,2025-01-01,Low Engagement,0,163.03,100,0,Low Engagement,91–180 Days
C0372,2024-06-24,2025-05-28,338,SMB,Standard,US,Desktop,Paid,10,4.9,93,28.2,25.7,59.62,1,2025-06-12,Low Engagement,0,25.7,100,0,Medium Engagement,181+ Days
C0373,2024-02-08,2024-04-25,77,Enterprise,Basic,EU,Desktop,Paid,28,4.2,89,29.4,164.31,572.06,1,2024-05-19,Price,0,164.31,100,0,Medium Engagement,31–90 Days
C0374,2024-06-18,2024-10-03,107,SMB,Basic,US,Desktop,Organic,1,5.65,21,17.5,297.48,727.21,1,2024-10-15,Better Alternative,0,297.48,100,0,Low Engagement,91–180 Days
C0375,2024-09-03,2025-06-06,276,SMB,Basic,APAC,Mobile,Organic,15,3.74,96,26.8,200.45,522.71,1,2025-06-11,Price,0,200.45,100,0,Medium Engagement,181+ Days
C0376,2024-01-26,2024-05-19,114,Enterprise,Basic,EU,Desktop,Referral,38,7.19,46,32.5,276.74,708.33,1,2024-06-12,Low Engagement,0,276.74,100,0,Medium Engagement,91–180 Days
C0377,2024-12-20,2025-11-17,332,SMB,Basic,APAC,Desktop,Referral,12,8.78,28,28.6,440.77,944.78,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0378,2024-11-01,2025-03-13,132,SMB,Basic,APAC,Mobile,Organic,36,3.69,85,29.2,457.99,755.7,0,,Unknown,1,0.0,0,100,Medium Engagement,91–180 Days
C0379,2024-01-13,2024-02-20,38,SMB,Standard,EU,Desktop,Referral,16,2.74,44,16.6,147.67,486.03,1,2024-03-16,Low Engagement,0,147.67,100,0,Low Engagement,31–90 Days
C0380,2024-11-11,2025-04-06,146,SMB,Premium,APAC,Desktop,Paid,20,2.05,76,20.5,241.83,750.97,1,2025-04-14,Low Engagement,0,241.83,100,0,Low Engagement,91–180 Days
C0381,2024-11-08,2025-05-31,204,Individual,Standard,APAC,Desktop,Organic,43,6.55,8,26.2,283.59,504.52,1,2025-06-20,Price,0,283.59,100,0,Medium Engagement,181+ Days
C0382,2024-02-05,2024-09-27,235,SMB,Premium,US,Desktop,Organic,18,4.99,23,19.5,475.57,1452.17,0,,Unknown,1,0.0,0,100,Low Engagement,181+ Days
C0383,2024-06-21,2025-05-28,341,SMB,Basic,APAC,Desktop,Paid,6,2.69,14,10.0,499.34,1374.03,1,2025-06-13,Service Issues,0,499.34,100,0,Low Engagement,181+ Days
C0384,2024-01-20,2024-07-17,179,Individual,Standard,APAC,Mobile,Paid,37,6.88,35,29.8,133.0,308.33,0,,Unknown,1,0.0,0,100,Medium Engagement,91–180 Days
C0385,2024-11-16,2024-12-04,18,SMB,Premium,APAC,Mobile,Paid,7,2.34,12,9.0,368.95,740.87,1,2024-12-13,Low Engagement,0,368.95,100,0,Low Engagement,0–30 Days
C0386,2024-09-20,2024-11-08,49,Individual,Basic,APAC,Mobile,Referral,12,5.99,90,30.9,201.45,648.56,1,2024-11-24,Low Engagement,0,201.45,100,0,Medium Engagement,31–90 Days
C0387,2024-05-21,2024-06-24,34,Enterprise,Premium,EU,Desktop,Organic,36,5.74,43,28.0,23.89,69.29,0,,Unknown,1,0.0,0,100,Medium Engagement,31–90 Days
C0388,2024-05-22,2025-02-16,270,Enterprise,Basic,US,Mobile,Referral,1,7.61,70,29.7,24.44,63.43,1,2025-02-25,Low Engagement,0,24.44,100,0,Medium Engagement,181+ Days
C0389,2024-04-01,2024-11-22,235,Enterprise,Basic,APAC,Desktop,Paid,40,1.5,71,22.4,241.07,655.5,1,2024-12-18,Better Alternative,0,241.07,100,0,Low Engagement,181+ Days
C0390,2024-12-19,2025-05-01,133,SMB,Basic,APAC,Desktop,Referral,10,8.99,77,36.0,254.4,427.93,1,2025-05-28,Service Issues,0,254.4,100,0,Medium Engagement,91–180 Days
C0391,2024-11-17,2025-01-03,47,Individual,Standard,EU,Desktop,Paid,23,7.33,75,34.2,30.83,75.47,1,2025-01-22,Better Alternative,0,30.83,100,0,Medium Engagement,31–90 Days
C0392,2024-10-14,2025-09-16,337,SMB,Standard,APAC,Mobile,Referral,5,2.95,35,13.6,349.73,660.08,1,2025-09-22,Low Engagement,0,349.73,100,0,Low Engagement,181+ Days
C0393,2024-08-02,2025-04-19,260,Individual,Standard,EU,Mobile,Referral,25,2.65,60,20.6,161.12,308.83,1,2025-05-04,Price,0,161.12,100,0,Low Engagement,181+ Days
C0394,2024-12-07,2025-06-10,185,SMB,Basic,US,Mobile,Paid,6,4.88,80,25.4,288.75,815.03,1,2025-06-25,Price,0,288.75,100,0,Medium Engagement,181+ Days
C0395,2024-02-20,2024-05-29,99,Enterprise,Basic,US,Desktop,Referral,38,8.36,39,34.4,164.44,546.35,0,,Unknown,1,0.0,0,100,Medium Engagement,91–180 Days
C0396,2024-06-01,2024-07-17,46,Enterprise,Basic,APAC,Mobile,Organic,18,8.59,92,38.9,100.22,231.26,0,,Unknown,1,0.0,0,100,Medium Engagement,31–90 Days
C0397,2024-07-04,2025-05-25,325,SMB,Basic,APAC,Desktop,Referral,5,5.68,26,19.1,215.44,412.68,1,2025-06-16,Price,0,215.44,100,0,Low Engagement,181+ Days
C0398,2024-03-03,2024-09-04,185,SMB,Premium,APAC,Mobile,Referral,42,8.75,0,30.3,131.49,367.84,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0399,2024-07-08,2025-04-27,293,Individual,Basic,EU,Mobile,Organic,28,1.05,33,13.2,276.7,897.16,1,2025-05-11,Price,0,276.7,100,0,Low Engagement,181+ Days
C0400,2024-05-04,2024-08-02,90,Individual,Premium,APAC,Desktop,Paid,42,1.32,67,21.8,115.44,345.93,1,2024-08-04,Low Engagement,0,115.44,100,0,Low Engagement,31–90 Days
C0401,2024-05-29,2024-09-29,123,SMB,Premium,APAC,Desktop,Organic,38,9.21,87,43.7,264.03,854.8,1,2024-10-22,Service Issues,0,264.03,100,0,Medium Engagement,91–180 Days
C0402,2024-11-09,2024-12-28,49,Individual,Basic,US,Mobile,Referral,1,7.98,20,23.2,95.54,245.83,0,,Unknown,1,0.0,0,100,Low Engagement,31–90 Days
C0403,2024-02-27,2025-01-02,310,Individual,Standard,APAC,Mobile,Paid,18,5.06,32,21.0,342.07,1027.49,0,,Unknown,1,0.0,0,100,Low Engagement,181+ Days
C0404,2024-12-07,2025-07-28,233,Individual,Basic,US,Mobile,Referral,3,7.78,6,21.0,381.89,679.81,1,2025-08-17,Low Engagement,0,381.89,100,0,Low Engagement,181+ Days
C0405,2024-10-31,2025-09-23,327,SMB,Basic,APAC,Desktop,Referral,5,9.6,64,34.6,72.99,160.33,1,2025-10-12,Service Issues,0,72.99,100,0,Medium Engagement,181+ Days
C0406,2024-06-28,2025-06-21,358,Individual,Basic,US,Desktop,Organic,48,7.95,2,29.8,244.55,557.35,1,2025-07-11,Better Alternative,0,244.55,100,0,Medium Engagement,181+ Days
C0407,2024-06-18,2024-10-20,124,SMB,Standard,APAC,Mobile,Organic,36,8.58,50,36.2,54.02,136.27,1,2024-11-16,Service Issues,0,54.02,100,0,Medium Engagement,91–180 Days
C0408,2024-11-21,2025-06-04,195,Individual,Basic,US,Mobile,Paid,27,7.85,78,36.7,307.13,1031.39,1,2025-06-28,Price,0,307.13,100,0,Medium Engagement,181+ Days
C0409,2024-09-27,2025-08-25,332,Enterprise,Standard,EU,Desktop,Paid,29,2.51,94,26.2,146.91,477.25,1,2025-09-19,Low Engagement,0,146.91,100,0,Medium Engagement,181+ Days
C0410,2024-02-23,2024-04-28,65,SMB,Standard,US,Mobile,Paid,6,8.5,53,30.4,273.26,483.41,0,,Unknown,1,0.0,0,100,Medium Engagement,31–90 Days
C0411,2024-04-10,2024-05-29,49,Individual,Basic,US,Desktop,Referral,8,2.76,79,20.4,268.38,495.32,1,2024-06-21,Better Alternative,0,268.38,100,0,Low Engagement,31–90 Days
C0412,2024-09-20,2025-09-18,363,SMB,Standard,US,Desktop,Organic,24,9.03,73,38.3,463.69,1027.2,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0413,2024-02-22,2024-04-11,49,Individual,Standard,APAC,Desktop,Organic,32,5.13,92,33.0,283.56,590.23,1,2024-05-09,Low Engagement,0,283.56,100,0,Medium Engagement,31–90 Days
C0414,2024-02-29,2025-02-19,356,Individual,Basic,APAC,Desktop,Organic,0,7.09,58,26.4,299.84,818.43,1,2025-03-18,Service Issues,0,299.84,100,0,Medium Engagement,181+ Days
C0415,2024-04-17,2024-12-19,246,Individual,Basic,APAC,Desktop,Paid,5,5.48,5,15.4,212.79,703.39,1,2025-01-16,Low Engagement,0,212.79,100,0,Low Engagement,181+ Days
C0416,2024-01-05,2024-10-29,298,SMB,Standard,EU,Desktop,Organic,17,1.85,28,12.2,475.56,1628.59,1,2024-11-22,Better Alternative,0,475.56,100,0,Low Engagement,181+ Days
C0417,2024-04-12,2025-01-08,271,Individual,Basic,EU,Mobile,Organic,9,3.62,16,13.3,393.05,1103.37,1,2025-01-13,Low Engagement,0,393.05,100,0,Low Engagement,181+ Days
C0418,2024-07-14,2025-02-24,225,SMB,Standard,US,Desktop,Organic,27,9.85,59,38.9,156.99,498.65,1,2025-03-08,Low Engagement,0,156.99,100,0,Medium Engagement,181+ Days
C0419,2024-09-18,2025-02-21,156,SMB,Basic,EU,Desktop,Paid,10,9.65,21,29.3,425.22,1084.48,0,,Unknown,1,0.0,0,100,Medium Engagement,91–180 Days
C0420,2024-12-30,2025-12-10,345,Individual,Basic,US,Mobile,Organic,32,3.88,23,19.6,227.55,436.13,1,2025-12-18,Price,0,227.55,100,0,Low Engagement,181+ Days
C0421,2024-12-15,2025-06-10,177,SMB,Basic,US,Desktop,Paid,0,9.97,80,36.9,417.76,1065.03,1,2025-06-16,Service Issues,0,417.76,100,0,Medium Engagement,91–180 Days
C0422,2024-02-16,2024-05-27,101,SMB,Basic,US,Mobile,Organic,12,8.61,84,36.5,414.99,1083.19,1,2024-06-21,Better Alternative,0,414.99,100,0,Medium Engagement,91–180 Days
C0423,2024-12-20,2025-12-17,362,Individual,Standard,EU,Desktop,Organic,36,6.5,50,31.0,110.66,330.31,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0424,2024-11-06,2025-01-13,68,SMB,Basic,APAC,Mobile,Organic,19,1.36,49,14.6,356.55,691.62,1,2025-01-25,Price,0,356.55,100,0,Low Engagement,31–90 Days
C0425,2024-11-03,2025-01-10,68,SMB,Standard,EU,Mobile,Paid,0,9.11,10,24.3,159.51,356.76,0,,Unknown,1,0.0,0,100,Low Engagement,31–90 Days
C0426,2024-05-23,2025-04-01,313,Individual,Premium,US,Desktop,Paid,2,6.02,55,23.7,162.8,362.73,1,2025-04-26,Low Engagement,0,162.8,100,0,Low Engagement,181+ Days
C0427,2024-09-25,2025-03-22,178,SMB,Standard,US,Desktop,Organic,17,8.82,70,36.0,162.25,554.71,1,2025-04-03,Better Alternative,0,162.25,100,0,Medium Engagement,91–180 Days
C0428,2024-05-03,2025-02-05,278,Individual,Standard,EU,Desktop,Referral,40,8.51,41,35.4,368.27,879.39,1,2025-02-17,Price,0,368.27,100,0,Medium Engagement,181+ Days
C0429,2024-04-15,2024-06-08,54,Individual,Basic,US,Desktop,Paid,13,8.5,38,29.6,130.32,392.29,0,,Unknown,1,0.0,0,100,Medium Engagement,31–90 Days
C0430,2024-06-06,2025-05-26,354,Individual,Basic,US,Mobile,Paid,30,7.28,68,34.4,20.43,61.32,1,2025-06-14,Price,0,20.43,100,0,Medium Engagement,181+ Days
C0431,2024-05-26,2024-12-02,190,Individual,Standard,EU,Mobile,Organic,26,3.62,47,21.3,363.31,737.91,1,2024-12-04,Service Issues,0,363.31,100,0,Low Engagement,181+ Days
C0432,2024-05-24,2024-11-19,179,SMB,Basic,EU,Mobile,Referral,16,4.03,56,21.7,102.17,270.11,1,2024-12-02,Price,0,102.17,100,0,Low Engagement,91–180 Days
C0433,2024-04-29,2024-11-15,200,SMB,Standard,EU,Desktop,Organic,45,3.78,20,21.4,70.15,230.7,1,2024-11-23,Better Alternative,0,70.15,100,0,Low Engagement,181+ Days
